data,abertura,maximo,minimo,fechamento,volume,data fechamento,volume do ativo
1699552800000,36625.28000000,36630.33000000,36315.99000000,36368.55000000,1863.22675000,1699556399999,67890454.55050610
1699556400000,36368.56000000,36440.76000000,36153.00000000,36382.20000000,1990.09984000,1699559999999,72220526.79342150
1699560000000,36382.21000000,36596.91000000,36139.57000000,36552.23000000,1897.23238000,1699563599999,68929208.78346490
1699563600000,36552.22000000,36747.04000000,36447.33000000,36530.23000000,2320.76507000,1699567199999,84916356.66819130
1699567200000,36530.24000000,36745.00000000,36500.00000000,36548.62000000,1530.04682000,1699570799999,55991344.62867580
1699570800000,36548.63000000,36784.57000000,36505.32000000,36701.09000000,1746.92525000,1699574399999,64035854.93162210
1699574400000,36701.10000000,36759.74000000,36474.67000000,36494.67000000,1713.44685000,1699577999999,62732758.52569090
1699578000000,36494.66000000,36721.66000000,36446.20000000,36683.43000000,1158.01563000,1699581599999,42395709.94757310
1699581600000,36683.43000000,36870.00000000,36600.00000000,36858.11000000,1303.24602000,1699585199999,47895683.28139110
1699585200000,36858.10000000,36919.06000000,36712.32000000,36733.27000000,1401.45113000,1699588799999,51563158.07230480
1699588800000,36733.27000000,36807.69000000,36636.45000000,36791.42000000,1501.49557000,1699592399999,55153021.26562450
1699592400000,36791.41000000,36796.13000000,36653.85000000,36754.50000000,1349.92472000,1699595999999,49569564.30697470
1699596000000,36754.50000000,36770.00000000,36584.00000000,36615.01000000,1631.88076000,1699599599999,59807586.68597540
1699599600000,36615.00000000,36696.64000000,36427.61000000,36439.98000000,2115.67829000,1699603199999,77299854.19987150
1699603200000,36439.98000000,36525.14000000,36324.71000000,36516.30000000,1550.54062000,1699606799999,56523813.27111520
1699606800000,36516.30000000,36564.25000000,36458.45000000,36553.19000000,1075.57104000,1699610399999,39260763.82551320
1699610400000,36553.18000000,36750.00000000,36502.00000000,36750.00000000,1463.98921000,1699613999999,53588749.09859130
1699614000000,36750.00000000,37147.20000000,36745.80000000,37071.09000000,3301.21933000,1699617599999,121992054.96850240
1699617600000,37071.10000000,37204.00000000,36822.00000000,37185.32000000,2766.77540000,1699621199999,102432600.06106890
1699621200000,37185.33000000,37260.19000000,36901.10000000,36962.24000000,2458.74190000,1699624799999,91302831.61646750
1699624800000,36962.24000000,37150.00000000,36824.00000000,37056.69000000,2115.58800000,1699628399999,78282908.36877680
1699628400000,37056.69000000,37175.00000000,36935.20000000,37082.14000000,1783.53687000,1699631999999,66105554.97722060
1699632000000,37082.13000000,37455.00000000,37080.00000000,37377.46000000,4116.81195000,1699635599999,153645391.61015050
1699635600000,37377.47000000,37430.00000000,37153.50000000,37200.47000000,2067.13026000,1699639199999,77087178.02364780
1699639200000,37200.46000000,37296.50000000,37144.23000000,37246.45000000,1502.09831000,1699642799999,55929396.41911630
1699642800000,37246.45000000,37424.22000000,37210.00000000,37225.96000000,1773.33367000,1699646399999,66151032.87796290
1699646400000,37225.96000000,37274.82000000,37070.19000000,37231.86000000,1353.44443000,1699649999999,50315290.46727660
1699650000000,37231.86000000,37374.61000000,37200.37000000,37266.25000000,1172.23442000,1699653599999,43739370.02618690
1699653600000,37266.25000000,37526.00000000,37161.10000000,37351.71000000,1361.01357000,1699657199999,50831337.45146480
1699657200000,37351.71000000,37492.20000000,37291.10000000,37301.63000000,1376.88103000,1699660799999,51463565.17563550
1699660800000,37301.63000000,37408.26000000,37229.18000000,37296.73000000,1290.29453000,1699664399999,48146449.83946570
1699664400000,37296.72000000,37317.79000000,37013.81000000,37053.25000000,1885.49021000,1699667999999,70016280.28119720
1699668000000,37053.26000000,37124.75000000,36900.10000000,37106.28000000,1290.86068000,1699671599999,47786073.33577900
1699671600000,37106.29000000,37120.00000000,37031.39000000,37039.97000000,700.41372000,1699675199999,25970603.26066660
1699675200000,37039.97000000,37082.00000000,36920.73000000,37058.39000000,1142.87162000,1699678799999,42309907.80993800
1699678800000,37058.39000000,37131.35000000,37034.80000000,37074.64000000,823.46654000,1699682399999,30540586.96333510
1699682400000,37074.64000000,37134.85000000,36997.24000000,37084.27000000,697.20265000,1699685999999,25841207.40876440
1699686000000,37084.28000000,37100.87000000,36928.40000000,37006.40000000,1011.63692000,1699689599999,37450583.98419950
1699689600000,37006.40000000,37037.95000000,36929.99000000,36967.16000000,759.59550000,1699693199999,28092955.29631990
1699693200000,36967.17000000,37056.25000000,36932.99000000,37032.14000000,712.52873000,1699696799999,26364802.10146960
1699696800000,37032.13000000,37032.14000000,36957.15000000,37008.95000000,487.33392000,1699700399999,18026099.11245480
1699700400000,37008.94000000,37014.89000000,36910.00000000,36988.52000000,659.31815000,1699703999999,24380350.16024320
1699704000000,36988.51000000,37111.08000000,36951.10000000,37099.80000000,778.03638000,1699707599999,28818541.20147580
1699707600000,37099.79000000,37193.55000000,37059.63000000,37142.01000000,903.93469000,1699711199999,33558502.16335040
1699711200000,37142.00000000,37274.30000000,37125.40000000,37236.83000000,1336.70612000,1699714799999,49717376.04660330
1699714800000,37236.84000000,37240.20000000,37021.32000000,37050.77000000,1107.82343000,1699718399999,41132533.80997210
1699718400000,37050.78000000,37173.44000000,37050.77000000,37129.80000000,935.31506000,1699721999999,34727792.94581770
1699722000000,37129.79000000,37162.81000000,37030.20000000,37109.99000000,953.71573000,1699725599999,35381322.36505280
1699725600000,37109.99000000,37142.20000000,37080.00000000,37120.67000000,599.44805000,1699729199999,22246242.74819750
1699729200000,37120.67000000,37175.00000000,37087.85000000,37148.79000000,697.42714000,1699732799999,25897867.59219670
1699732800000,37148.79000000,37149.14000000,36980.00000000,37000.66000000,805.42256000,1699736399999,29841077.45878880
1699736400000,37000.66000000,37077.77000000,36907.29000000,36980.79000000,709.50125000,1699739999999,26244566.82972370
1699740000000,36980.79000000,36995.07000000,36666.93000000,36891.91000000,1642.15456000,1699743599999,60475111.85410010
1699743600000,36891.92000000,37155.00000000,36786.36000000,37130.00000000,1054.47421000,1699747199999,38957778.16483080
1699747200000,37129.99000000,37180.00000000,36731.10000000,36906.86000000,1720.44756000,1699750799999,63624806.72013300
1699750800000,36906.86000000,37004.75000000,36836.01000000,36954.99000000,703.25458000,1699754399999,25964618.43737740
1699754400000,36954.99000000,36958.11000000,36850.00000000,36898.51000000,521.34891000,1699757999999,19241942.59192080
1699758000000,36898.51000000,36988.77000000,36861.10000000,36988.77000000,495.40309000,1699761599999,18293048.26643850
1699761600000,36988.76000000,37018.51000000,36913.28000000,37006.00000000,551.66242000,1699765199999,20397021.29243100
1699765200000,37006.00000000,37118.34000000,36946.60000000,37108.05000000,742.45284000,1699768799999,27494517.02009460
1699768800000,37108.06000000,37160.24000000,37079.79000000,37143.51000000,808.26141000,1699772399999,30002125.48737380
1699772400000,37143.51000000,37171.10000000,37105.10000000,37127.95000000,820.00177000,1699775999999,30458595.23432310
1699776000000,37127.95000000,37129.34000000,37052.73000000,37095.84000000,899.04885000,1699779599999,33348435.90723280
1699779600000,37095.85000000,37111.87000000,37026.69000000,37056.69000000,726.06598000,1699783199999,26915406.71253780
1699783200000,37056.69000000,37132.36000000,37032.84000000,37094.46000000,594.36267000,1699786799999,22039219.51523230
1699786800000,37094.45000000,37105.00000000,37052.23000000,37055.50000000,605.56719000,1699790399999,22458812.52450360
1699790400000,37055.49000000,37090.00000000,36963.00000000,37007.36000000,944.12967000,1699793999999,34953819.72574800
1699794000000,37007.35000000,37133.46000000,36931.10000000,37069.25000000,987.46593000,1699797599999,36589858.37168220
1699797600000,37069.26000000,37189.00000000,37069.25000000,37145.55000000,969.02060000,1699801199999,35981296.86440480
1699801200000,37145.55000000,37222.22000000,37074.53000000,37152.11000000,975.03487000,1699804799999,36230750.66230250
1699804800000,37152.10000000,37182.93000000,37095.00000000,37109.99000000,548.87174000,1699808399999,20383934.82569300
1699808400000,37110.00000000,37110.99000000,37059.94000000,37076.68000000,457.36875000,1699811999999,16964858.58944780
1699812000000,37076.68000000,37200.00000000,37051.95000000,37145.15000000,679.13954000,1699815599999,25222091.55069180
1699815600000,37145.15000000,37162.33000000,37080.00000000,37105.01000000,536.23779000,1699819199999,19905528.16252800
1699819200000,37105.00000000,37155.00000000,37083.37000000,37131.98000000,480.96979000,1699822799999,17852234.24830210
1699822800000,37131.98000000,37193.83000000,37131.98000000,37157.31000000,453.04934000,1699826399999,16838038.51913140
1699826400000,37157.31000000,37196.94000000,37139.00000000,37155.67000000,300.95497000,1699829999999,11182950.20069260
1699830000000,37155.67000000,37202.09000000,36938.23000000,37064.13000000,1167.06848000,1699833599999,43226901.70804820
1699833600000,37064.13000000,37140.93000000,36952.86000000,37096.48000000,1029.29998000,1699837199999,38140674.56037970
1699837200000,37096.49000000,37417.99000000,37096.48000000,37192.96000000,1943.39252000,1699840799999,72397326.12047440
1699840800000,37192.95000000,37250.00000000,37105.13000000,37142.13000000,1030.46860000,1699844399999,38320197.27963240
1699844400000,37142.14000000,37155.20000000,36852.11000000,36914.01000000,1819.54608000,1699847999999,67330687.34757890
1699848000000,36914.01000000,36957.41000000,36812.39000000,36927.45000000,1035.36325000,1699851599999,38200136.78401720
1699851600000,36927.45000000,36927.46000000,36821.13000000,36916.94000000,766.03448000,1699855199999,28248815.74255740
1699855200000,36916.93000000,36965.89000000,36755.00000000,36962.95000000,1165.29174000,1699858799999,42964557.57922750
1699858800000,36962.95000000,37044.88000000,36937.27000000,36960.29000000,934.28682000,1699862399999,34564505.46265170
1699862400000,36960.28000000,37050.00000000,36920.00000000,37023.33000000,964.90897000,1699865999999,35685489.50531750
1699866000000,37023.32000000,37034.97000000,36962.07000000,36987.48000000,781.66837000,1699869599999,28919144.32532680
1699869600000,36987.49000000,36996.98000000,36910.37000000,36975.09000000,661.09989000,1699873199999,24427194.84736630
1699873200000,36975.10000000,36975.10000000,36692.58000000,36810.02000000,1962.06897000,1699876799999,72267529.96347400
1699876800000,36810.02000000,36945.18000000,36634.01000000,36929.57000000,1531.32654000,1699880399999,56330101.89175510
1699880400000,36929.58000000,36945.89000000,36764.33000000,36827.25000000,1086.28337000,1699883999999,40037179.04708890
1699884000000,36827.25000000,36912.96000000,36534.04000000,36787.23000000,2442.35612000,1699887599999,89736467.14883420
1699887600000,36787.23000000,36892.25000000,36653.68000000,36841.91000000,2216.06582000,1699891199999,81506977.33115260
1699891200000,36841.90000000,37031.45000000,36822.53000000,36857.73000000,1588.76273000,1699894799999,58640371.86575310
1699894800000,36857.73000000,36863.89000000,36622.57000000,36670.09000000,1557.24046000,1699898399999,57204470.54579150
1699898400000,36670.09000000,36786.84000000,36601.00000000,36746.99000000,1106.40786000,1699901999999,40611664.07609710
1699902000000,36746.99000000,36844.99000000,36738.19000000,36844.98000000,593.91844000,1699905599999,21847979.50153290
1699905600000,36844.98000000,36875.00000000,36743.74000000,36785.18000000,866.16686000,1699909199999,31888973.64211840
1699909200000,36785.18000000,36788.79000000,36333.00000000,36480.00000000,3676.83596000,1699912799999,134266682.35807820
1699912800000,36480.01000000,36605.47000000,36443.59000000,36467.25000000,1068.97234000,1699916399999,39046409.88635250
1699916400000,36467.24000000,36596.35000000,36462.93000000,36462.93000000,970.41635000,1699919999999,35453925.49158610
1699920000000,36462.93000000,36470.00000000,36190.17000000,36245.49000000,2448.68056000,1699923599999,88957802.93666030
1699923600000,36245.49000000,36427.02000000,36221.96000000,36323.84000000,990.93945000,1699927199999,36024805.58451480
1699927200000,36323.84000000,36466.48000000,36323.84000000,36426.99000000,738.60443000,1699930799999,26888179.73500970
1699930800000,36426.99000000,36490.22000000,36426.99000000,36448.07000000,472.80078000,1699934399999,17240231.99061910
1699934400000,36448.08000000,36524.37000000,36381.10000000,36500.00000000,655.11892000,1699937999999,23884974.88230000
1699938000000,36499.99000000,36630.00000000,36499.99000000,36627.79000000,653.30217000,1699941599999,23895158.76692270
1699941600000,36627.78000000,36700.00000000,36590.00000000,36657.96000000,770.86234000,1699945199999,28246855.07338440
1699945200000,36657.97000000,36714.11000000,36638.11000000,36683.86000000,843.51488000,1699948799999,30938977.93813070
1699948800000,36683.86000000,36744.00000000,36638.25000000,36733.34000000,1163.66730000,1699952399999,42700305.62376860
1699952400000,36733.34000000,36741.10000000,36475.10000000,36482.40000000,1484.36103000,1699955999999,54325168.41384770
1699956000000,36482.40000000,36543.90000000,36395.92000000,36492.22000000,1233.57164000,1699959599999,44990042.27598940
1699959600000,36492.22000000,36499.99000000,36236.36000000,36259.18000000,1951.41451000,1699963199999,70881445.79078260
1699963200000,36259.17000000,36398.73000000,36205.81000000,36348.48000000,1411.89809000,1699966799999,51241186.34878220
1699966800000,36348.48000000,36671.22000000,36344.85000000,36503.26000000,2796.85236000,1699970399999,102149845.71738960
1699970400000,36503.26000000,36693.01000000,36462.24000000,36594.81000000,1744.40485000,1699973999999,63831310.48095670
1699974000000,36594.80000000,36619.89000000,35889.00000000,36147.09000000,4676.55905000,1699977599999,169203243.52327240
1699977600000,36147.09000000,36417.23000000,36106.73000000,36268.90000000,1735.79902000,1699981199999,62951286.29635630
1699981200000,36268.89000000,36319.06000000,36070.00000000,36091.09000000,1438.08553000,1699984799999,52048877.96893550
1699984800000,36091.10000000,36125.74000000,34800.00000000,35230.00000000,8157.18377000,1699988399999,289878051.96700240
1699988400000,35230.00000000,35485.96000000,35084.00000000,35293.99000000,4325.12690000,1699991999999,152777957.82665330
1699992000000,35294.00000000,35470.17000000,35214.39000000,35285.99000000,1702.94974000,1699995599999,60200383.77662410
1699995600000,35285.99000000,35618.96000000,35216.00000000,35575.99000000,1758.97542000,1699999199999,62275536.11509260
1699999200000,35575.99000000,35627.99000000,35450.00000000,35608.00000000,1096.43676000,1700002799999,38990798.24456170
1700002800000,35608.00000000,35673.14000000,35518.00000000,35551.19000000,1252.57466000,1700006399999,44608357.80925330
1700006400000,35551.20000000,35627.60000000,35480.27000000,35496.78000000,949.99352000,1700009999999,33769839.55702860
1700010000000,35496.78000000,35665.45000000,35368.43000000,35424.17000000,1376.10732000,1700013599999,48862368.84172280
1700013600000,35424.16000000,35515.04000000,35360.00000000,35480.60000000,2152.51180000,1700017199999,76248097.55281940
1700017200000,35480.60000000,35508.72000000,35370.00000000,35381.99000000,724.48299000,1700020799999,25672054.25533950
1700020800000,35382.00000000,35578.85000000,35375.38000000,35578.84000000,667.27605000,1700024399999,23675046.05589240
1700024400000,35578.85000000,35614.51000000,35536.21000000,35600.00000000,607.33952000,1700027999999,21606985.94868730
1700028000000,35600.01000000,35615.62000000,35522.46000000,35581.84000000,773.76190000,1700031599999,27524216.46423360
1700031600000,35581.83000000,35661.04000000,35551.53000000,35576.88000000,1152.27256000,1700035199999,41039719.21379650
1700035200000,35576.88000000,35837.51000000,35576.88000000,35792.11000000,1855.55118000,1700038799999,66311857.29136450
1700038800000,35792.10000000,35950.00000000,35750.62000000,35782.57000000,1785.50199000,1700042399999,63995979.06175060
1700042400000,35782.57000000,35879.94000000,35748.74000000,35868.56000000,975.25870000,1700045999999,34920428.89523530
1700046000000,35868.55000000,36278.62000000,35868.55000000,36240.94000000,2663.04910000,1700049599999,96162630.46745590
1700049600000,36240.95000000,36397.30000000,36136.87000000,36190.71000000,2254.73415000,1700053199999,81729170.79972350
1700053200000,36190.71000000,36223.50000000,36002.35000000,36099.87000000,1815.42930000,1700056799999,65543652.43145390
1700056800000,36099.87000000,36205.23000000,36012.34000000,36111.10000000,1648.73671000,1700060399999,59529158.88165060
1700060400000,36111.11000000,36416.51000000,36104.70000000,36402.42000000,1944.16870000,1700063999999,70485814.58248750
1700064000000,36402.43000000,36554.99000000,36273.90000000,36372.01000000,2206.97324000,1700067599999,80300908.20589590
1700067600000,36372.00000000,36504.77000000,36254.00000000,36491.04000000,1735.48601000,1700071199999,63142601.21362990
1700071200000,36491.05000000,37500.00000000,36450.00000000,37390.01000000,9953.50007000,1700074799999,369202470.41218580
1700074800000,37390.00000000,37774.14000000,37174.89000000,37499.99000000,5846.89628000,1700078399999,219008201.49614220
1700078400000,37499.99000000,37841.10000000,37306.49000000,37531.08000000,4261.16071000,1700081999999,160097927.91186820
1700082000000,37531.09000000,37726.80000000,37409.02000000,37621.19000000,2043.40981000,1700085599999,76846015.44341720
1700085600000,37621.19000000,37885.28000000,37494.68000000,37706.62000000,1999.69486000,1700089199999,75310576.87405800
1700089200000,37706.62000000,37980.00000000,37611.10000000,37858.20000000,2175.83738000,1700092799999,82263934.65163460
1700092800000,37858.20000000,37929.54000000,37670.24000000,37765.63000000,2094.90444000,1700096399999,79184572.44768140
1700096400000,37765.62000000,37770.00000000,37382.63000000,37433.37000000,2091.77684000,1700099999999,78681537.30458230
1700100000000,37433.37000000,37521.65000000,37337.57000000,37507.25000000,1048.08442000,1700103599999,39253081.26728120
1700103600000,37507.25000000,37540.71000000,37380.00000000,37454.98000000,664.92102000,1700107199999,24904424.09712330
1700107200000,37454.99000000,37507.22000000,37307.55000000,37436.18000000,1081.71682000,1700110799999,40473558.30025690
1700110800000,37436.19000000,37464.70000000,37329.00000000,37455.32000000,803.92769000,1700114399999,30064582.07710110
1700114400000,37455.33000000,37571.84000000,37411.19000000,37562.47000000,896.77065000,1700117999999,33604636.63566770
1700118000000,37562.47000000,37621.10000000,37430.00000000,37437.25000000,963.17779000,1700121599999,36137626.71770160
1700121600000,37437.25000000,37482.00000000,37181.18000000,37300.40000000,1654.63154000,1700125199999,61783901.91740130
1700125200000,37300.40000000,37447.35000000,37182.78000000,37355.47000000,1283.33403000,1700128799999,47905566.21873290
1700128800000,37355.46000000,37386.00000000,37290.89000000,37292.04000000,807.60584000,1700132399999,30160432.56253500
1700132400000,37292.05000000,37544.00000000,37121.09000000,37247.48000000,2196.30943000,1700135999999,82052386.64008850
1700136000000,37247.49000000,37319.99000000,37040.00000000,37127.80000000,2369.72528000,1700139599999,88077733.75076440
1700139600000,37127.81000000,37155.00000000,36680.00000000,36770.00000000,3690.49428000,1700143199999,136206173.66340210
1700143200000,36770.00000000,36857.24000000,36426.28000000,36708.18000000,3454.97112000,1700146799999,126611870.18157480
1700146800000,36708.18000000,36912.83000000,36256.15000000,36406.00000000,3458.77619000,1700150399999,126482334.48678240
1700150400000,36406.00000000,36642.31000000,36372.77000000,36564.09000000,1948.58636000,1700153999999,71184967.84612240
1700154000000,36564.09000000,36627.13000000,36305.22000000,36313.27000000,1265.07794000,1700157599999,46165266.88654750
1700157600000,36313.28000000,36398.61000000,36080.00000000,36235.59000000,2616.07788000,1700161199999,94786620.30286230
1700161200000,36235.59000000,36265.83000000,35500.00000000,35921.01000000,5263.37961000,1700164799999,188490395.65434980
1700164800000,35921.01000000,36070.22000000,35666.00000000,35955.01000000,2756.33113000,1700168399999,99022675.56536760
1700168400000,35955.02000000,36053.67000000,35828.60000000,35963.33000000,1711.67416000,1700171999999,61539385.90972420
1700172000000,35963.33000000,36273.32000000,35942.92000000,36217.58000000,1652.14225000,1700175599999,59738978.24146180
1700175600000,36217.57000000,36241.33000000,36002.69000000,36163.51000000,1715.99895000,1700179199999,61990630.34006010
1700179200000,36163.51000000,36375.98000000,36101.44000000,36368.01000000,1521.73396000,1700182799999,55139258.01172900
1700182800000,36368.00000000,36575.00000000,36310.00000000,36562.00000000,1614.73340000,1700186399999,58812541.63628220
1700186400000,36562.00000000,36673.69000000,36392.00000000,36451.99000000,1508.73876000,1700189999999,55093572.75091940
1700190000000,36451.99000000,36505.68000000,36312.12000000,36483.99000000,938.61576000,1700193599999,34176183.07705580
1700193600000,36484.00000000,36521.44000000,36366.14000000,36435.69000000,1152.79850000,1700197199999,42009160.99261430
1700197200000,36435.69000000,36436.00000000,36145.55000000,36355.57000000,1820.80566000,1700200799999,66113047.20854160
1700200800000,36355.57000000,36450.00000000,36268.00000000,36358.01000000,1393.71329000,1700204399999,50682411.73575340
1700204400000,36358.01000000,36358.53000000,36211.10000000,36239.76000000,1299.38386000,1700207999999,47132612.30256520
1700208000000,36239.76000000,36437.19000000,36164.48000000,36402.63000000,1184.77879000,1700211599999,43039472.52117310
1700211600000,36402.62000000,36440.00000000,36250.49000000,36313.74000000,957.58276000,1700215199999,34810609.50452460
1700215200000,36313.74000000,36374.43000000,36121.00000000,36363.94000000,1504.80969000,1700218799999,54542959.14476650
1700218800000,36363.95000000,36464.00000000,36315.31000000,36372.83000000,1243.70986000,1700222399999,45262944.06725530
1700222400000,36372.82000000,36525.70000000,36250.00000000,36525.69000000,1447.59235000,1700225999999,52650427.33545560
1700226000000,36525.70000000,36620.00000000,36278.00000000,36341.00000000,1900.66495000,1700229599999,69322707.07323130
1700229600000,36341.01000000,36436.00000000,35861.10000000,36015.53000000,2757.92210000,1700233199999,99694518.82074510
1700233200000,36015.53000000,36167.26000000,35931.83000000,36044.80000000,2567.80583000,1700236799999,92538247.29811570
1700236800000,36044.79000000,36206.00000000,35909.17000000,35978.95000000,1989.40925000,1700240399999,71731124.11506820
1700240400000,35978.95000000,36800.00000000,35952.00000000,36499.99000000,4839.52665000,1700243999999,176411652.25940200
1700244000000,36500.00000000,36542.20000000,36349.27000000,36472.19000000,1515.42914000,1700247599999,55225175.52834370
1700247600000,36472.20000000,36576.55000000,36227.87000000,36322.40000000,1232.27026000,1700251199999,44854263.71485300
1700251200000,36322.40000000,36520.01000000,36308.00000000,36483.27000000,1143.23969000,1700254799999,41660374.18534720
1700254800000,36483.26000000,36514.59000000,36342.48000000,36396.38000000,844.15154000,1700258399999,30731246.83464460
1700258400000,36396.38000000,36549.25000000,36396.38000000,36544.78000000,693.79761000,1700261999999,25310494.47387460
1700262000000,36544.77000000,36723.59000000,36487.00000000,36613.92000000,1210.39746000,1700265599999,44280046.60006580
1700265600000,36613.91000000,36613.92000000,36388.12000000,36400.01000000,1005.75727000,1700269199999,36712312.49831390
1700269200000,36400.01000000,36456.53000000,36377.88000000,36405.46000000,507.51514000,1700272799999,18486014.80771630
1700272800000,36405.47000000,36447.75000000,36390.44000000,36408.09000000,341.53256000,1700276399999,12438100.14362490
1700276400000,36408.10000000,36424.01000000,36360.22000000,36371.81000000,444.73045000,1700279999999,16180477.67130620
1700280000000,36371.80000000,36426.51000000,36369.45000000,36369.45000000,378.50007000,1700283599999,13775839.75999540
1700283600000,36369.45000000,36378.65000000,36303.98000000,36334.00000000,629.09574000,1700287199999,22862757.37912180
1700287200000,36334.01000000,36361.10000000,36250.01000000,36252.00000000,615.52755000,1700290799999,22350527.58640450
1700290800000,36251.99000000,36428.00000000,36178.58000000,36417.16000000,1191.24433000,1700294399999,43265058.27238300
1700294400000,36417.15000000,36479.22000000,36375.28000000,36448.01000000,600.66262000,1700297999999,21883116.44525150
1700298000000,36448.00000000,36453.09000000,36392.00000000,36397.45000000,398.07607000,1700301599999,14499345.43090060
1700301600000,36397.44000000,36486.48000000,36397.44000000,36472.46000000,601.46574000,1700305199999,21917527.53081410
1700305200000,36472.46000000,36538.61000000,36400.00000000,36402.80000000,549.76216000,1700308799999,20053594.27145890
1700308800000,36402.79000000,36484.31000000,36393.44000000,36449.30000000,513.24545000,1700312399999,18705069.10380380
1700312400000,36449.30000000,36483.13000000,36347.69000000,36430.21000000,887.72060000,1700315999999,32327899.78688460
1700316000000,36430.21000000,36568.76000000,36421.10000000,36507.03000000,803.12819000,1700319599999,29307346.75876810
1700319600000,36507.04000000,36682.20000000,36505.14000000,36664.16000000,1440.91018000,1700323199999,52738306.52534310
1700323200000,36664.17000000,36845.49000000,36639.96000000,36674.00000000,1669.58835000,1700326799999,61326939.61543430
1700326800000,36674.00000000,36701.76000000,36600.10000000,36620.00000000,933.50168000,1700330399999,34203500.13911480
1700330400000,36620.01000000,36745.50000000,36611.47000000,36707.19000000,583.07530000,1700333999999,21373512.11709470
1700334000000,36707.18000000,36768.00000000,36653.51000000,36679.10000000,598.67548000,1700337599999,21974467.38315690
1700337600000,36679.09000000,36707.16000000,36536.08000000,36598.00000000,779.88183000,1700341199999,28546655.20047820
1700341200000,36597.99000000,36611.78000000,36524.31000000,36542.01000000,581.49791000,1700344799999,21265094.72761260
1700344800000,36542.01000000,36556.56000000,36443.10000000,36506.00000000,543.12589000,1700348399999,19821336.79152930
1700348400000,36506.00000000,36571.33000000,36498.34000000,36568.10000000,504.02130000,1700351999999,18419269.57915190
1700352000000,36568.11000000,36573.44000000,36456.00000000,36464.69000000,538.58367000,1700355599999,19675770.27754520
1700355600000,36464.69000000,36491.55000000,36388.27000000,36485.44000000,625.26574000,1700359199999,22790201.18193710
1700359200000,36485.44000000,36497.69000000,36401.10000000,36453.99000000,474.19589000,1700362799999,17285366.66013250
1700362800000,36454.00000000,36521.12000000,36422.60000000,36521.11000000,478.89198000,1700366399999,17463039.17516720
1700366400000,36521.11000000,36534.94000000,36489.02000000,36534.93000000,288.85243000,1700369999999,10546099.79629010
1700370000000,36534.94000000,36548.41000000,36510.95000000,36510.96000000,330.68180000,1700373599999,12080175.80548390
1700373600000,36510.95000000,36653.06000000,36500.00000000,36601.09000000,755.57793000,1700377199999,27649468.70650920
1700377200000,36601.09000000,36669.00000000,36578.00000000,36611.50000000,675.25189000,1700380799999,24726080.29260630
1700380800000,36611.49000000,36716.00000000,36603.03000000,36615.99000000,566.75539000,1700384399999,20772960.19203710
1700384400000,36616.00000000,36660.36000000,36578.85000000,36627.88000000,393.56454000,1700387999999,14412753.09052980
1700388000000,36627.87000000,36632.16000000,36530.52000000,36530.53000000,408.74878000,1700391599999,14947329.54208800
1700391600000,36530.52000000,36531.09000000,36384.02000000,36453.62000000,1211.85678000,1700395199999,44171817.70693450
1700395200000,36453.63000000,36494.00000000,36403.09000000,36492.63000000,673.79634000,1700398799999,24562968.56551370
1700398800000,36492.63000000,36515.50000000,36461.17000000,36487.04000000,506.40884000,1700402399999,18478151.11371700
1700402400000,36487.04000000,36487.05000000,36385.70000000,36457.99000000,716.58695000,1700405999999,26113475.76241490
1700406000000,36457.99000000,36570.00000000,36406.53000000,36568.27000000,785.03923000,1700409599999,28662244.97084510
1700409600000,36568.27000000,36640.00000000,36511.11000000,36557.98000000,682.52814000,1700413199999,24962689.19105930
1700413200000,36557.98000000,36603.04000000,36537.47000000,36603.04000000,401.44484000,1700416799999,14681103.72898550
1700416800000,36603.04000000,36900.00000000,36597.49000000,36835.99000000,2010.48085000,1700420399999,73923561.02739170
1700420400000,36835.99000000,36986.44000000,36770.00000000,36948.97000000,1577.27033000,1700423999999,58157645.01867710
1700424000000,36948.97000000,37027.90000000,36800.00000000,36916.80000000,1576.53374000,1700427599999,58192515.10802870
1700427600000,36916.81000000,37084.22000000,36845.64000000,36984.46000000,1174.87068000,1700431199999,43430876.74301760
1700431200000,36984.47000000,37033.98000000,36923.60000000,36980.29000000,574.58506000,1700434799999,21242798.64686850
1700434800000,36980.30000000,37500.00000000,36980.29000000,37359.86000000,3818.57466000,1700438399999,142602747.13337920
1700438400000,37359.85000000,37382.68000000,37138.00000000,37299.34000000,1487.83312000,1700441999999,55432781.87110120
1700442000000,37299.34000000,37358.58000000,37222.62000000,37291.45000000,871.32537000,1700445599999,32500098.54360470
1700445600000,37291.46000000,37315.77000000,37193.28000000,37303.92000000,855.26467000,1700449199999,31863845.13884940
1700449200000,37303.93000000,37315.77000000,37038.30000000,37114.34000000,1166.17185000,1700452799999,43319017.20759150
1700452800000,37114.34000000,37215.23000000,37078.73000000,37207.26000000,542.97103000,1700456399999,20167299.27160020
1700456400000,37207.27000000,37215.41000000,37040.17000000,37132.88000000,668.56919000,1700459999999,24820536.98811100
1700460000000,37132.88000000,37200.00000000,37060.40000000,37182.62000000,622.22305000,1700463599999,23112321.96907060
1700463600000,37182.62000000,37257.08000000,37096.23000000,37244.47000000,679.40791000,1700467199999,25259213.31510050
1700467200000,37244.47000000,37251.10000000,37061.10000000,37123.95000000,1162.49437000,1700470799999,43183633.90791010
